tariff_code,tariff_name,package_code,primary_package_name,package_names,payor_buckets,organization_names,case_count_total,distinct_amount_count_total,min_amount_total,max_amount_total,all_observed_amounts,daycare_case_count,daycare_distinct_amount_count,daycare_min_amount,daycare_max_amount,daycare_observed_amounts,general_case_count,general_distinct_amount_count,general_min_amount,general_max_amount,general_observed_amounts,twin_case_count,twin_distinct_amount_count,twin_min_amount,twin_max_amount,twin_observed_amounts,single_case_count,single_distinct_amount_count,single_min_amount,single_max_amount,single_observed_amounts,deluxe_case_count,deluxe_distinct_amount_count,deluxe_min_amount,deluxe_max_amount,deluxe_observed_amounts,unknown_case_count,unknown_distinct_amount_count,unknown_min_amount,unknown_max_amount,unknown_observed_amounts
TR287,STAR_HYD_23(C),ORT5232,I.M NAILING-INTERLOCKING,I.M NAILING-INTERLOCKING,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,100629,100629,100629,0,0,,,,1,1,100629,100629,100629,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5308,FRACTURE SHAFT OF FEMUR,FRACTURE SHAFT OF FEMUR,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,2,115500,142643,115500.00 | 142643.00,0,0,,,,1,1,115500,115500,115500,0,0,,,,1,1,142643,142643,142643,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5383,TOTAL HIP REPLACEMENT (THR),TOTAL HIP REPLACEMENT (THR) | TOTAL HIP REPLACEMENT (THR) - UNILATERAL,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,1,208622,208622,208622,0,0,,,,0,0,,,,0,0,,,,2,1,208622,208622,208622,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5458,OPEN REDUCTION INTERNAL FIXATION,OPEN REDUCTION INTERNAL FIXATION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,4,1,129360,129360,129360,0,0,,,,0,0,,,,0,0,,,,4,1,129360,129360,129360,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5461,OPEN REDUCTION INTERNAL FIXATION,OPEN REDUCTION INTERNAL FIXATION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,129360,129360,129360,0,0,,,,0,0,,,,0,0,,,,1,1,129360,129360,129360,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5462,OPEN REDUCTION INTERNAL FIXATION,OPEN REDUCTION INTERNAL FIXATION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,1,129360,129360,129360,0,0,,,,0,0,,,,0,0,,,,2,1,129360,129360,129360,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5463,OPEN REDUCTION INTERNAL FIXATION,OPEN REDUCTION INTERNAL FIXATION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,1,129360,129360,129360,0,0,,,,0,0,,,,0,0,,,,2,1,129360,129360,129360,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5472,OPEN REDUCTION INTERNAL FIXATION,OPEN REDUCTION INTERNAL FIXATION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,106716,106716,106716,0,0,,,,0,0,,,,0,0,,,,1,1,106716,106716,106716,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5473,OPEN REDUCTION INTERNAL FIXATION,OPEN REDUCTION INTERNAL FIXATION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,129360,129360,129360,0,0,,,,0,0,,,,0,0,,,,1,1,129360,129360,129360,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5476,OPEN REDUCTION INTERNAL FIXATION FOR SINGLE BONE FRACTURE,OPEN REDUCTION INTERNAL FIXATION FOR SINGLE BONE FRACTURE,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,96899,96899,96899,0,0,,,,0,0,,,,0,0,,,,1,1,96899,96899,96899,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5477,OPEN REDUCTION INTERNAL FIXATION,OPEN REDUCTION INTERNAL FIXATION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,106716,106716,106716,0,0,,,,0,0,,,,1,1,106716,106716,106716,0,0,,,,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5478,OPEN REDUCTION INTERNAL FIXATION,OPEN REDUCTION INTERNAL FIXATION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,2,96899,129360,129360.00 | 96899.00,0,0,,,,1,1,96899,96899,96899,0,0,,,,1,1,129360,129360,129360,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5490,PCL RECONSTRUCTION,PCL RECONSTRUCTION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,104500,104500,104500,0,0,,,,0,0,,,,1,1,104500,104500,104500,0,0,,,,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5491,MCL RECONSTRICTION/REPAIR_x000D_,MCL RECONSTRICTION/REPAIR_x000D_,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,126500,126500,126500,0,0,,,,0,0,,,,0,0,,,,1,1,126500,126500,126500,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5494,SHOULDER ARTHROSCOPY- ROTATOR CUFF REPAIR,SHOULDER ARTHROSCOPY- ROTATOR CUFF REPAIR,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,1,150000,150000,150000,0,0,,,,0,0,,,,0,0,,,,2,1,150000,150000,150000,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5510,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT | TOTAL KNEE REPLACEMENT (TKR) - UNILATERAL - LEFT,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,31,3,168698,208622,168698.00 | 187443.00 | 208622.00,0,0,,,,1,1,168698,168698,168698,2,1,187443,187443,187443,28,2,187443,208622,187443.00 | 208622.00,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5511,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,38,3,168698,208622,168698.00 | 187443.00 | 208622.00,0,0,,,,1,1,168698,168698,168698,5,2,168698,187443,168698.00 | 187443.00,32,2,187443,208622,187443.00 | 208622.00,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5531,TOTAL KNEE REPLACEMENT (TKR) - BILATERAL,TOTAL KNEE REPLACEMENT (TKR) - BILATERAL,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,3,2,253047,312933,253047.00 | 312933.00,0,0,,,,1,1,253047,253047,253047,0,0,,,,2,1,312933,312933,312933,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),ORT5538,OPEN REDUCTION INTERNAL FIXATION,OPEN REDUCTION INTERNAL FIXATION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,129360,129360,129360,0,0,,,,0,0,,,,0,0,,,,1,1,129360,129360,129360,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),PAS0156,UMBLICAL HERNIOPLASTY,UMBLICAL HERNIOPLASTY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,6,2,117600,129360,117600.00 | 129360.00,0,0,,,,0,0,,,,2,1,117600,117600,117600,4,2,117600,129360,117600.00 | 129360.00,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),PRC0002,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,8,3,168698,208622,168698.00 | 187443.00 | 208622.00,0,0,,,,1,1,168698,168698,168698,1,1,187443,187443,187443,6,1,208622,208622,208622,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),PRC0856,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,14,3,168698,208622,168698.00 | 187443.00 | 208622.00,0,0,,,,4,1,168698,168698,168698,2,1,187443,187443,187443,7,1,208622,208622,208622,1,1,208622,208622,208622,0,0,,,
TR287,STAR_HYD_23(C),SGA0128,SLEEVE GASTRECTOMY,SLEEVE GASTRECTOMY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,333000,333000,333000,0,0,,,,1,1,333000,333000,333000,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5140,LAPAROSCOPIC PARA UMBILICAL HERNIA REPAIR,LAPAROSCOPIC PARA UMBILICAL HERNIA REPAIR,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,2,117600,129360,117600.00 | 129360.00,0,0,,,,0,0,,,,0,0,,,,2,2,117600,129360,117600.00 | 129360.00,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5162,APPENDICECTOMY-LAP PACKAGE,APPENDICECTOMY-LAP PACKAGE | LAP. APPENDECTOMY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,12,3,92040,116583,105538.00 | 116583.00 | 92040.00,0,0,,,,2,1,92040,92040,92040,4,2,92040,105538,105538.00 | 92040.00,6,2,105538,116583,105538.00 | 116583.00,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5166,LAP CHOLECYSTECTOMY,LAP CHOLECYSTECTOMY | LAPAROSCOPIC CHOLECYSTECTOMY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,15,3,114909,147713,114909.00 | 132190.00 | 147713.00,0,0,,,,3,1,114909,114909,114909,3,2,114909,132190,114909.00 | 132190.00,9,2,132190,147713,132190.00 | 147713.00,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5194,LAP VENTRAL HERNIA REPAIR,LAP VENTRAL HERNIA REPAIR,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,3,1,129360,129360,129360,0,0,,,,0,0,,,,0,0,,,,3,1,129360,129360,129360,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5231,APPENDICECTOMY,APPENDICECTOMY | OPEN APPENDICECTOMY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,3,1,116583,116583,116583,0,0,,,,0,0,,,,0,0,,,,3,1,116583,116583,116583,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5232,CHOLECYSTECTOMY,CHOLECYSTECTOMY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,1,147713,147713,147713,0,0,,,,0,0,,,,0,0,,,,2,1,147713,147713,147713,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5339,FISSURECTOMY & SPHINCTEROPLASTY,FISSURECTOMY & SPHINCTEROPLASTY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,90000,90000,90000,0,0,,,,0,0,,,,0,0,,,,1,1,90000,90000,90000,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5340,HIGH FISTULECTOMY,HIGH FISTULECTOMY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,3,3,79768,101857,101857.00 | 79768.00 | 90812.00,0,0,,,,1,1,79768,79768,79768,0,0,,,,2,2,90812,101857,101857.00 | 90812.00,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5342,Low Fistulectomy Package,Low Fistulectomy Package,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,94494,94494,94494,0,0,,,,0,0,,,,0,0,,,,1,1,94494,94494,94494,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5463,TOTAL THYROIDECTOMY,TOTAL THYROIDECTOMY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,1,123947,123947,123947,0,0,,,,1,1,123947,123947,123947,0,0,,,,0,0,,,,1,1,123947,123947,123947,0,0,,,
TR287,STAR_HYD_23(C),SGA5566,EXCISION OF PILONIDAL SINUS PRIMARY CLOSURE,EXCISION OF PILONIDAL SINUS PRIMARY CLOSURE,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,94494,94494,94494,0,0,,,,0,0,,,,0,0,,,,1,1,94494,94494,94494,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5633,OPEN INGUINAL HERNIA - Unilateral Package,OPEN INGUINAL HERNIA - Unilateral Package,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,3,2,103400,114400,103400.00 | 114400.00,0,0,,,,0,0,,,,1,1,103400,103400,103400,2,1,114400,114400,114400,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5637,INGUINAL HERNIOPLASTY - BILATERAL,INGUINAL HERNIOPLASTY - BILATERAL | OPEN INGUINAL HERNIA - Bilateral Package,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,3,1,155100,155100,155100,0,0,,,,0,0,,,,0,0,,,,3,1,155100,155100,155100,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),SGA5700,LAP. UMBILICAL HERNIA - PA,LAP. UMBILICAL HERNIA - PA,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,2,117600,129360,117600.00 | 129360.00,0,0,,,,0,0,,,,0,0,,,,2,2,117600,129360,117600.00 | 129360.00,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),URO0018,CYSTOSCOPY,CYSTOSCOPY,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,71500,71500,71500,0,0,,,,0,0,,,,0,0,,,,1,1,71500,71500,71500,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),URO0023,DJ STENT REMOVAL,DJ STENT REMOVAL,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,10,3,20000,25000,20000.00 | 22500.00 | 25000.00,0,0,,,,1,1,20000,20000,20000,1,1,22500,22500,22500,4,1,25000,25000,25000,0,0,,,,4,1,20000,20000,20000
TR287,STAR_HYD_23(C),URO5011,URSL,URSL | URSL - UNILATERAL,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,6,2,60500,71500,60500.00 | 71500.00,0,0,,,,1,1,60500,60500,60500,0,0,,,,4,1,71500,71500,71500,0,0,,,,1,1,60500,60500,60500
TR287,STAR_HYD_23(C),URO5227,CIRCUMCISION,CIRCUMCISION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,2,1,35228,35228,35228,0,0,,,,1,1,35228,35228,35228,0,0,,,,0,0,,,,0,0,,,,1,1,35228,35228,35228
TR287,STAR_HYD_23(C),URO5379,URSL (URETEROSCOPIC LITHOTRIPSY) AND DJ STENTING - PB,URSL (URETEROSCOPIC LITHOTRIPSY) AND DJ STENTING - PB,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,131000,131000,131000,0,0,,,,0,0,,,,1,1,131000,131000,131000,0,0,,,,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),VAS126,VARICOSE VEIN- LASER,VARICOSE VEIN- LASER,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,115436,115436,115436,0,0,,,,1,1,115436,115436,115436,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),VAS130,VARICOSE VEINS LIGATION & EXCISION,VARICOSE VEINS LIGATION & EXCISION,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,1,1,99000,99000,99000,0,0,,,,0,0,,,,1,1,99000,99000,99000,0,0,,,,0,0,,,,0,0,,,
TR287,STAR_HYD_23(C),VAS75,LASER ABLATION OF VARICOSE VEIN,LASER ABLATION OF VARICOSE VEIN | VARICOSE VEINS - LASER,Non-GIPSA Insurance,STAR HEALTH AND ALLIED INSURANCE CO. LTD.,6,2,115436,146036,115436.00 | 146036.00,0,0,,,,2,2,115436,146036,115436.00 | 146036.00,0,0,,,,4,1,146036,146036,146036,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),CAR0122,CORONARY ANGIOGRAM (CAG),CORONARY ANGIOGRAM (CAG),Non-GIPSA Insurance,GENERALI CENTRAL INSURANCE CO. LTD. | INDUSIND GENERAL INSURANCE CO. LTD. | PARAMOUNT HEALTH SERVICES & INSURANCE TPA PVT. LTD. | TATA AIG GENERAL INSURANCE CO. LTD. | VIDAL HEALTH INSURANCE TPA PVT. LTD.,14,3,17100,38020,17100.00 | 38000.00 | 38020.00,0,0,,,,2,2,17100,38000,17100.00 | 38000.00,0,0,,,,4,1,38000,38000,38000,0,0,,,,8,3,17100,38020,17100.00 | 38000.00 | 38020.00
TR288,KIMSI-2023(C),CAR5154,CORONARY ANGIOPLASTY (PTCA) - SINGLE VESSEL,CORONARY ANGIOPLASTY (PTCA) - SINGLE VESSEL | PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLAS | PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY),Non-GIPSA Insurance,GENERALI CENTRAL INSURANCE CO. LTD. | INDUSIND GENERAL INSURANCE CO. LTD. | PARAMOUNT HEALTH SERVICES & INSURANCE TPA PVT. LTD. | TATA AIG GENERAL INSURANCE CO. LTD. | VIDAL HEALTH INSURANCE TPA PVT. LTD.,17,8,130200,252300,130200.00 | 146500.00 | 191000.00 | 193100.00 | 200000.00 | 227900.00 | 235500.00 | 252300.00,0,0,,,,7,4,130200,227900,130200.00 | 191000.00 | 193100.00 | 227900.00,3,2,130200,191000,130200.00 | 191000.00,5,3,146500,235500,146500.00 | 200000.00 | 235500.00,0,0,,,,2,2,130200,252300,130200.00 | 252300.00
TR288,KIMSI-2023(C),CAR5167,ASD (ATRIAL SEPTAL DEFECT) DEVICE CLOSURE PROCEDURE,ASD (ATRIAL SEPTAL DEFECT) DEVICE CLOSURE PROCEDURE,Non-GIPSA Insurance,FAMILY HEALTH PLAN INSURANCE TPA LTD.,1,1,191000,191000,191000,0,0,,,,1,1,191000,191000,191000,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),E N T0017,FESS WITH SEPTOPLASTY & TURBINECTOMY OR POLYPECTOMY OR CONCHOPLASTY- BILATERAL,FESS WITH SEPTOPLASTY & TURBINECTOMY OR POLYPECTOMY OR CONCHOPLASTY- BILATERAL,Non-GIPSA Insurance,PARAMOUNT HEALTH SERVICES & INSURANCE TPA PVT. LTD.,1,1,77900,77900,77900,0,0,,,,0,0,,,,0,0,,,,1,1,77900,77900,77900,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ENT5026,SEPTOPLASTY + TURBINATE REDUCTION,SEPTOPLASTY + TURBINATE REDUCTION | SEPTOPLASTY + TURBINOPLASTY,Non-GIPSA Insurance,INDUSIND GENERAL INSURANCE CO. LTD. | PARAMOUNT HEALTH SERVICES & INSURANCE TPA PVT. LTD.,2,2,109000,133000,109000.00 | 133000.00,0,0,,,,1,1,109000,109000,109000,0,0,,,,1,1,133000,133000,133000,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ENT5038,ADENOIDECTOMY,ADENOIDECTOMY,Non-GIPSA Insurance,FAMILY HEALTH PLAN INSURANCE TPA LTD.,1,1,80000,80000,80000,0,0,,,,0,0,,,,1,1,80000,80000,80000,0,0,,,,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ENT5147,NASAL ENDOSCOPY & BIOPSY,NASAL ENDOSCOPY & BIOPSY,Non-GIPSA Insurance,TATA AIG GENERAL INSURANCE CO. LTD.,1,1,34000,34000,34000,0,0,,,,0,0,,,,0,0,,,,1,1,34000,34000,34000,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ENT5210,TONSILLECTOMY,TONSILLECTOMY,Non-GIPSA Insurance,FAMILY HEALTH PLAN INSURANCE TPA LTD. | VIDAL HEALTH INSURANCE TPA PVT. LTD.,2,2,50000,65500,50000.00 | 65500.00,0,0,,,,1,1,65500,65500,65500,0,0,,,,1,1,50000,50000,50000,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),GYN0023,NORMAL DELIVERY,NORMAL DELIVERY,Non-GIPSA Insurance,FAMILY HEALTH PLAN INSURANCE TPA LTD.,1,1,105000,105000,105000,0,0,,,,0,0,,,,0,0,,,,1,1,105000,105000,105000,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),GYN0110,VAGINAL HYSTERECTOMY,VAGINAL HYSTERECTOMY,Non-GIPSA Insurance,GENERALI CENTRAL INSURANCE CO. LTD. | TATA AIG GENERAL INSURANCE CO. LTD.,2,2,139000,181000,139000.00 | 181000.00,0,0,,,,0,0,,,,0,0,,,,2,2,139000,181000,139000.00 | 181000.00,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),GYN5067,DILATATION AND CURETTAGE ( D & C),DILATATION AND CURETTAGE ( D & C),Non-GIPSA Insurance,FAMILY HEALTH PLAN INSURANCE TPA LTD.,1,1,21200,21200,21200,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,21200,21200,21200
TR288,KIMSI-2023(C),GYN5093,OVARIAN CYSTECTOMY LAP,OVARIAN CYSTECTOMY LAP,Non-GIPSA Insurance,VIDAL HEALTH INSURANCE TPA PVT. LTD.,1,1,81200,81200,81200,0,0,,,,0,0,,,,1,1,81200,81200,81200,0,0,,,,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),GYN5133,LAVH (LAPAROSCOPIC ASSISTED VAGINAL HYSTERECTOMY),LAVH (LAPAROSCOPIC ASSISTED VAGINAL HYSTERECTOMY),Non-GIPSA Insurance,TATA AIG GENERAL INSURANCE CO. LTD.,1,1,196300,196300,196300,0,0,,,,0,0,,,,1,1,196300,196300,196300,0,0,,,,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),GYN5218,TOTAL LAPAROSCOPIC HYSTERECTOMY (TLH),TOTAL LAPAROSCOPIC HYSTERECTOMY (TLH),Non-GIPSA Insurance,TATA AIG GENERAL INSURANCE CO. LTD.,1,1,210300,210300,210300,0,0,,,,0,0,,,,1,1,210300,210300,210300,0,0,,,,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),GYN5219,CAESAREAN DELIVERY (LSCS),CAESAREAN DELIVERY (LSCS) | CAESARIAN DELIVERY (LSCS) | CAESARIAN SECTION (LSCS) | LSCS,Non-GIPSA Insurance,FAMILY HEALTH PLAN INSURANCE TPA LTD. | GENERALI CENTRAL INSURANCE CO. LTD. | INDUSIND GENERAL INSURANCE CO. LTD. | TATA AIG GENERAL INSURANCE CO. LTD. | VIDAL HEALTH INSURANCE TPA PVT. LTD.,10,8,77900,189200,114500.00 | 126000.00 | 133200.00 | 163500.00 | 168200.00 | 189200.00 | 77900.00 | 86600.00,0,0,,,,2,2,77900,133200,133200.00 | 77900.00,0,0,,,,8,7,86600,189200,114500.00 | 126000.00 | 133200.00 | 163500.00 | 168200.00 | 189200.00 | 86600.00,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),GYN5324,NORMAL DELIVERY PACKAGE- (EC),NORMAL DELIVERY PACKAGE- (EC),Non-GIPSA Insurance,INDUSIND GENERAL INSURANCE CO. LTD.,1,1,105000,105000,105000,0,0,,,,1,1,105000,105000,105000,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ORT5046,TIBIA FRACTURE PROXIMAL BICONDYLAR-ORIF/ ORIF,TIBIA FRACTURE PROXIMAL BICONDYLAR-ORIF/ ORIF,Non-GIPSA Insurance,FAMILY HEALTH PLAN INSURANCE TPA LTD. | GOOD HEALTH INSURANCE TPA LTD.,2,1,118700,118700,118700,0,0,,,,2,1,118700,118700,118700,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ORT5071,ACL RECONSTRUCTION,ACL RECONSTRUCTION,Non-GIPSA Insurance,TATA AIG GENERAL INSURANCE CO. LTD.,1,1,97000,97000,97000,0,0,,,,0,0,,,,0,0,,,,1,1,97000,97000,97000,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ORT5205,HEMIARTHROPLASTY,HEMIARTHROPLASTY,Non-GIPSA Insurance,GOOD HEALTH INSURANCE TPA LTD.,2,2,135200,152100,135200.00 | 152100.00,0,0,,,,1,1,135200,135200,135200,0,0,,,,1,1,152100,152100,152100,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ORT5223,IMPLANT REMOVAL OF LARGE BONES,IMPLANT REMOVAL OF LARGE BONES,Non-GIPSA Insurance,FAMILY HEALTH PLAN INSURANCE TPA LTD.,1,1,54200,54200,54200,0,0,,,,1,1,54200,54200,54200,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ORT5287,ARTHROSCOPIC DEBRIDEMENT AND SINOVECTOMY,ARTHROSCOPIC DEBRIDEMENT AND SINOVECTOMY,Non-GIPSA Insurance,GOOD HEALTH INSURANCE TPA LTD.,1,1,86900,86900,86900,0,0,,,,0,0,,,,0,0,,,,1,1,86900,86900,86900,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ORT5383,TOTAL HIP REPLACEMENT (THR),TOTAL HIP REPLACEMENT (THR) | TOTAL HIP REPLACEMENT (THR) - UNILATERAL,Non-GIPSA Insurance,GENERALI CENTRAL INSURANCE CO. LTD. | INDUSIND GENERAL INSURANCE CO. LTD. | PARAMOUNT HEALTH SERVICES & INSURANCE TPA PVT. LTD. | TATA AIG GENERAL INSURANCE CO. LTD.,5,3,270050,341700,270050.00 | 309650.00 | 341700.00,0,0,,,,0,0,,,,1,1,270050,270050,270050,4,2,309650,341700,309650.00 | 341700.00,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ORT5439,OPEN REDUCTION INTERNAL FIXATION SINGLE BONE FRACTURE FOREARM / WRIST,OPEN REDUCTION INTERNAL FIXATION SINGLE BONE FRACTURE FOREARM / WRIST,Non-GIPSA Insurance,VOLO HEALTH INSURANCE TPA PVT. LTD.,1,1,121400,121400,121400,0,0,,,,0,0,,,,0,0,,,,1,1,121400,121400,121400,0,0,,,,0,0,,,
TR288,KIMSI-2023(C),ORT5510,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT | TOTAL KNEE REPLACEMENT (TKR) - LEFT50% Discount,Non-GIPSA Insurance,GENERALI CENTRAL INSURANCE CO. LTD. | INDUSIND GENERAL INSURANCE CO. LTD. | TATA AIG GENERAL INSURANCE CO. LTD.,18,6,131750,319600,131750.00 | 194000.00 | 228500.00 | 263500.00 | 270860.00 | 319600.00,0,0,,,,1,1,194000,194000,194000,2,1,228500,228500,228500,15,5,131750,319600,131750.00 | 228500.00 | 263500.00 | 270860.00 | 319600.00,0,0,,,,0,0,,,
