tariff_code,tariff_name,package_code,primary_package_name,package_names,payor_buckets,organization_names,case_count_total,distinct_amount_count_total,min_amount_total,max_amount_total,all_observed_amounts,daycare_case_count,daycare_distinct_amount_count,daycare_min_amount,daycare_max_amount,daycare_observed_amounts,general_case_count,general_distinct_amount_count,general_min_amount,general_max_amount,general_observed_amounts,twin_case_count,twin_distinct_amount_count,twin_min_amount,twin_max_amount,twin_observed_amounts,single_case_count,single_distinct_amount_count,single_min_amount,single_max_amount,single_observed_amounts,deluxe_case_count,deluxe_distinct_amount_count,deluxe_min_amount,deluxe_max_amount,deluxe_observed_amounts,unknown_case_count,unknown_distinct_amount_count,unknown_min_amount,unknown_max_amount,unknown_observed_amounts
TR1,KIMS,ENT0066,FESS + SEPTOPLASTY,FESS + SEPTOPLASTY,Cash,General Patients,4,2,80000,95000,80000.00 | 95000.00,0,0,,,,0,0,,,,1,1,80000,80000,80000,3,2,80000,95000,80000.00 | 95000.00,0,0,,,,0,0,,,
TR1,KIMS,ENT5026,SEPTOPLASTY + TURBINATE REDUCTION,SEPTOPLASTY + TURBINATE REDUCTION | SEPTOPLASTY + TURBINOPLASTY,Cash | Non-GIPSA Insurance,General Patients | MAGMA GENERAL INSURANCE LTD. | ZUNO GENERAL INSURANCE LTD.,3,3,85000,126200,109000.00 | 126200.00 | 85000.00,0,0,,,,2,2,109000,126200,109000.00 | 126200.00,1,1,85000,85000,85000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,ENT5037,ADENOTONSILLECTOMY - PA,ADENOTONSILLECTOMY - PA | ADENOTONSILLECTOMY (COBLATOR ASSISTED),Cash,General Patients,2,2,71000,77000,71000.00 | 77000.00,0,0,,,,0,0,,,,0,0,,,,1,1,77000,77000,77000,0,0,,,,1,1,71000,71000,71000
TR1,KIMS,ENT5038,ADENOIDECTOMY,ADENOIDECTOMY,Cash | Non-GIPSA Insurance,General Patients | ZUNO GENERAL INSURANCE LTD.,4,4,60000,90000,60000.00 | 70000.00 | 86000.00 | 90000.00,0,0,,,,0,0,,,,0,0,,,,4,4,60000,90000,60000.00 | 70000.00 | 86000.00 | 90000.00,0,0,,,,0,0,,,
TR1,KIMS,ENT5103,FESS POLYPECTOMY,FESS POLYPECTOMY,Cash,General Patients,1,1,90000,90000,90000,0,0,,,,0,0,,,,1,1,90000,90000,90000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,ENT5145,MYRINGOTOMY AND GROMMET INSERTION - BILATERAL,MYRINGOTOMY AND GROMMET INSERTION - BILATERAL,Cash,General Patients,1,1,43000,43000,43000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,43000,43000,43000
TR1,KIMS,ENT5147,NASAL ENDOSCOPY & BIOPSY,NASAL ENDOSCOPY & BIOPSY | NASAL ENDOSCOPY AND BIOPSY,Cash,General Patients,2,1,34000,34000,34000,0,0,,,,0,0,,,,1,1,34000,34000,34000,1,1,34000,34000,34000,0,0,,,,0,0,,,
TR1,KIMS,ENT5210,TONSILLECTOMY,TONSILLECTOMY,Cash,General Patients,2,2,60000,70000,60000.00 | 70000.00,0,0,,,,0,0,,,,1,1,60000,60000,60000,1,1,70000,70000,70000,0,0,,,,0,0,,,
TR1,KIMS,GAS5005,INGUINAL HERNIA_LAPAROSCOPIC - UNILATERAL,INGUINAL HERNIA_LAPAROSCOPIC - UNILATERAL,Cash,General Patients,1,1,137000,137000,137000,0,0,,,,0,0,,,,1,1,137000,137000,137000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,GYN0044,HYSTEROSCOPY + D & C - PA,HYSTEROSCOPY + D & C - PA | HYSTEROSCOPY AND D & C - PA,Cash,General Patients,7,2,55000,59000,55000.00 | 59000.00,0,0,,,,0,0,,,,1,1,55000,55000,55000,0,0,,,,0,0,,,,6,2,55000,59000,55000.00 | 59000.00
TR1,KIMS,GYN0089,TUBECTOMY - PA,TUBECTOMY - PA,Cash,General Patients,1,1,67000,67000,67000,0,0,,,,0,0,,,,1,1,67000,67000,67000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,GYN0090,HYSTEROSCOPY - PA (DAYCARE),HYSTEROSCOPY - PA (DAYCARE),Cash,General Patients,1,1,43000,43000,43000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,43000,43000,43000
TR1,KIMS,GYN0106,TLH LEVEL-1,TLH LEVEL-1,Cash,General Patients,1,1,197000,197000,197000,0,0,,,,0,0,,,,1,1,197000,197000,197000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,GYN5009,D & C (DILATATION AND CURETTAGE) - PA,D & C (DILATATION AND CURETTAGE) - PA | D & C (DILATATION AND CURETTAGE)- PA,Cash,General Patients,47,3,40000,51000,40000.00 | 45000.00 | 51000.00,0,0,,,,2,2,45000,51000,45000.00 | 51000.00,2,2,45000,51000,45000.00 | 51000.00,7,2,45000,51000,45000.00 | 51000.00,2,2,45000,51000,45000.00 | 51000.00,34,3,40000,51000,40000.00 | 45000.00 | 51000.00
TR1,KIMS,GYN5013,NORMAL DELIVERY / LSCS PACKAGE I,NORMAL DELIVERY / LSCS PACKAGE I,Cash,General Patients,7,2,100000,110000,100000.00 | 110000.00,0,0,,,,0,0,,,,1,1,100000,100000,100000,4,2,100000,110000,100000.00 | 110000.00,2,2,100000,110000,100000.00 | 110000.00,0,0,,,
TR1,KIMS,GYN5024,LAP. OVARIAN CYSTECTOMY - PB,LAP. OVARIAN CYSTECTOMY - PB | OVARIAN CYSTECTOMY_LAPAROSCOPIC - PB,Cash,General Patients,3,2,168000,184000,168000.00 | 184000.00,0,0,,,,0,0,,,,0,0,,,,3,2,168000,184000,168000.00 | 184000.00,0,0,,,,0,0,,,
TR1,KIMS,GYN5083,LAP. MYOMECTOMY - PA,LAP. MYOMECTOMY - PA,Cash,General Patients,1,1,148000,148000,148000,0,0,,,,0,0,,,,1,1,148000,148000,148000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,GYN5093,LAP. OVARIAN CYSTECTOMY - PA,LAP. OVARIAN CYSTECTOMY - PA | OVARIAN CYSTECTOMY_LAPAROSCOPIC - PA,Cash,General Patients,8,5,125000,151000,125000.00 | 129000.00 | 137000.00 | 143000.00 | 151000.00,0,0,,,,0,0,,,,3,2,125000,129000,125000.00 | 129000.00,5,3,137000,151000,137000.00 | 143000.00 | 151000.00,0,0,,,,0,0,,,
TR1,KIMS,GYN5117,HYSTEROSCOPIC POLYPECTOMY,HYSTEROSCOPIC POLYPECTOMY,Cash,General Patients,4,2,54000,60000,54000.00 | 60000.00,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,4,2,54000,60000,54000.00 | 60000.00
TR1,KIMS,GYN5186,MYOMECTOMY - PA,MYOMECTOMY - PA,Cash,General Patients,1,1,188000,188000,188000,0,0,,,,0,0,,,,0,0,,,,1,1,188000,188000,188000,0,0,,,,0,0,,,
TR1,KIMS,GYN5218,TLH (TOTAL LAP. HYSTERECTOMY),TLH (TOTAL LAP. HYSTERECTOMY) | TLH (TOTAL LAP. HYSTERECTOMY) - PA | TOTAL LAPAROSCOPIC HYSTERECTOMY (TLH) - PA,Cash | Non-GIPSA Insurance,General Patients | MAGMA GENERAL INSURANCE LTD.,10,6,0,242000,0.00 | 172000.00 | 196300.00 | 197000.00 | 219000.00 | 242000.00,0,0,,,,0,0,,,,1,1,197000,197000,197000,9,5,0,242000,0.00 | 172000.00 | 196300.00 | 219000.00 | 242000.00,0,0,,,,0,0,,,
TR1,KIMS,GYN5219,ELECTIVE LSCS PACKAGE-I,ELECTIVE LSCS PACKAGE-I | LSCS (CAESAREAN SECTION) - PA,Cash,General Patients,81,4,100000,165000,100000.00 | 110000.00 | 125000.00 | 165000.00,0,0,,,,0,0,,,,17,1,100000,100000,100000,58,4,100000,165000,100000.00 | 110000.00 | 125000.00 | 165000.00,6,2,100000,125000,100000.00 | 125000.00,0,0,,,
TR1,KIMS,GYN5229,TAH (TOTAL ABDOMINAL HYSTERECTOMY) - PA,TAH (TOTAL ABDOMINAL HYSTERECTOMY) - PA,Cash,General Patients,1,1,158000,158000,158000,0,0,,,,0,0,,,,1,1,158000,158000,158000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,GYN5254,HYSTEROSCOPY AND D & C AND MIRENA - PA,HYSTEROSCOPY AND D & C AND MIRENA - PA,Cash,General Patients,3,2,59000,65000,59000.00 | 65000.00,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,65000,65000,65000,2,2,59000,65000,59000.00 | 65000.00
TR1,KIMS,GYN5324,NORMAL DELIVERY - PA,NORMAL DELIVERY - PA,Cash,General Patients,15,4,70000,125000,100000.00 | 110000.00 | 125000.00 | 70000.00,0,0,,,,0,0,,,,3,2,70000,100000,100000.00 | 70000.00,10,2,100000,110000,100000.00 | 110000.00,1,1,100000,100000,100000,1,1,125000,125000,125000
TR1,KIMS,GYN5337,DPL (DOUBLE PUNCTURE LAPAROSCOPY) - PA (DAYCARE),DPL (DOUBLE PUNCTURE LAPAROSCOPY) - PA (DAYCARE),Cash,General Patients,2,1,62000,62000,62000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,2,1,62000,62000,62000
TR1,KIMS,GYN5339,DPL (DOUBLE PUNCTURE LAPAROSCOPY) - PA,DPL (DOUBLE PUNCTURE LAPAROSCOPY) - PA,Cash,General Patients,1,1,71000,71000,71000,0,0,,,,0,0,,,,0,0,,,,1,1,71000,71000,71000,0,0,,,,0,0,,,
TR1,KIMS,GYN5342,LAPAROTOMY - 1 - PA,LAPAROTOMY - 1 - PA,Cash,General Patients,1,1,175000,175000,175000,0,0,,,,0,0,,,,1,1,175000,175000,175000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,NEP0014,RENAL BIOPSY,RENAL BIOPSY | RENAL BIOPSY PROCEDURE CHARGES,Cash,General Patients,15,5,20000,37000,20000.00 | 24480.00 | 27000.00 | 35000.00 | 37000.00,0,0,,,,1,1,20000,20000,20000,4,2,24480,27000,24480.00 | 27000.00,10,3,27000,37000,27000.00 | 35000.00 | 37000.00,0,0,,,,0,0,,,
TR1,KIMS,NEP0015,KTU - LIVE,KTU - LIVE,Cash,General Patients,1,1,700000,700000,700000,0,0,,,,0,0,,,,0,0,,,,1,1,700000,700000,700000,0,0,,,,0,0,,,
TR1,KIMS,NEP5074,LAP. KTU - LIVE,LAP. KTU - LIVE,Cash,General Patients,1,1,900000,900000,900000,0,0,,,,0,0,,,,1,1,900000,900000,900000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,NES5124,DISCECTOMY,DISCECTOMY,Cash,General Patients,1,1,0,0,0,0,0,,,,1,1,0,0,0,0,0,,,,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,NES5275,Spine Fixation minor with Implant,Spine Fixation minor with Implant,Cash,General Patients,2,1,194000,194000,194000,0,0,,,,0,0,,,,2,1,194000,194000,194000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,NES5277,Spine Fixation Minor with Implant 2,Spine Fixation Minor with Implant 2,Cash,General Patients,1,1,244000,244000,244000,0,0,,,,0,0,,,,1,1,244000,244000,244000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,NES5282,Micro Discectomy - neuro,Micro Discectomy - neuro,Cash,General Patients,1,1,143000,143000,143000,0,0,,,,0,0,,,,0,0,,,,1,1,143000,143000,143000,0,0,,,,0,0,,,
TR1,KIMS,OPT5399,MICS WITHOUT LENS,MICS WITHOUT LENS,Cash,General Patients,1,1,35000,35000,35000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,35000,35000,35000
TR1,KIMS,ORT0034,TOTAL HIP REPLACEMENT - UNILATERAL - COP,TOTAL HIP REPLACEMENT - UNILATERAL - COP,Cash,General Patients,2,1,450000,450000,450000,0,0,,,,0,0,,,,0,0,,,,2,1,450000,450000,450000,0,0,,,,0,0,,,
TR1,KIMS,ORT5010,TOTAL HIP REPLACEMENT - UNILATERAL - MOP,TOTAL HIP REPLACEMENT - UNILATERAL - MOP,Cash,General Patients,4,2,330000,350000,330000.00 | 350000.00,0,0,,,,0,0,,,,1,1,330000,330000,330000,3,2,330000,350000,330000.00 | 350000.00,0,0,,,,0,0,,,
TR1,KIMS,ORT5383,TOTAL HIP REPLACEMENT (THR),TOTAL HIP REPLACEMENT (THR) | TOTAL HIP REPLACEMENT (THR) - UNILATERAL,Non-GIPSA Insurance,MAGMA GENERAL INSURANCE LTD. | ROYAL SUNDARAM GENERAL INSURANCE CO. LTD.,4,3,230450,341700,230450.00 | 254100.00 | 341700.00,0,0,,,,1,1,254100,254100,254100,0,0,,,,3,2,230450,341700,230450.00 | 341700.00,0,0,,,,0,0,,,
TR1,KIMS,ORT5510,TOTAL KNEE REPLACEMENT (TKR) - LEFT,TOTAL KNEE REPLACEMENT (TKR) - LEFT | TOTAL KNEE REPLACEMENT (TKR) - LEFT50% Discount | TOTAL KNEE REPLACEMENT (TKR) - UNILATERAL - LEFT - PA,Cash | Non-GIPSA Insurance,ACKO GENERAL INSURANCE LTD. | General Patients | MAGMA GENERAL INSURANCE LTD. | ROYAL SUNDARAM GENERAL INSURANCE CO. LTD. | UNIVERSAL SOMPO GENERAL INSURANCE CO. LTD. | ZURICH KOTAK GENERAL INSURANCE CO. (I) LTD.,35,10,131750,319600,131750.00 | 150000.00 | 194000.00 | 208622.00 | 228500.00 | 255000.00 | 263500.00 | 277600.00 | 280000.00 | 319600.00,0,0,,,,0,0,,,,17,3,228500,277600,228500.00 | 255000.00 | 277600.00,18,8,131750,319600,131750.00 | 150000.00 | 194000.00 | 208622.00 | 255000.00 | 263500.00 | 280000.00 | 319600.00,0,0,,,,0,0,,,
TR1,KIMS,ORT5511,TOTAL KNEE REPLACEMENT (TKR) - RIGHT,TOTAL KNEE REPLACEMENT (TKR) - RIGHT | TOTAL KNEE REPLACEMENT (TKR) UNILATERAL - RIGHT - PA,Cash | Non-GIPSA Insurance,General Patients | MAGMA GENERAL INSURANCE LTD. | ROYAL SUNDARAM GENERAL INSURANCE CO. LTD. | UNIVERSAL SOMPO GENERAL INSURANCE CO. LTD. | ZURICH KOTAK GENERAL INSURANCE CO. (I) LTD.,32,6,208622,280000,208622.00 | 228500.00 | 255000.00 | 263500.00 | 270860.00 | 280000.00,0,0,,,,0,0,,,,11,2,228500,255000,228500.00 | 255000.00,21,5,208622,280000,208622.00 | 255000.00 | 263500.00 | 270860.00 | 280000.00,0,0,,,,0,0,,,
TR1,KIMS,ORT5531,TKR (TOTAL KNEE REPLACEMENT)- BILATERAL,TKR (TOTAL KNEE REPLACEMENT)- BILATERAL | TOTAL KNEE REPLACEMENT (TKR) - BILATERAL | TOTAL KNEE REPLACEMENT (TKR) - BILATERAL - PA,Cash,General Patients,21,3,0,540000,0.00 | 490000.00 | 540000.00,0,0,,,,0,0,,,,10,1,490000,490000,490000,10,3,0,540000,0.00 | 490000.00 | 540000.00,1,1,0,0,0,0,0,,,
TR1,KIMS,ORT5535,ROBOTIC TKR - UNILATERAL,ROBOTIC TKR - UNILATERAL | ROBOTIC TKR - UNILATERAL - RIGHT | TKR - ROBOTIC - SINGLE,Cash,General Patients,99,2,355000,380000,355000.00 | 380000.00,0,0,,,,0,0,,,,24,1,355000,355000,355000,73,2,355000,380000,355000.00 | 380000.00,1,1,355000,355000,355000,1,1,380000,380000,380000
TR1,KIMS,ORT5536,ROBOTIC TKR - BILATERAL,ROBOTIC TKR - BILATERAL | TKR- ROBOTIC - BILATERAL,Cash,General Patients,65,3,0,740000,0.00 | 690000.00 | 740000.00,0,0,,,,0,0,,,,17,1,690000,690000,690000,47,2,690000,740000,690000.00 | 740000.00,0,0,,,,1,1,0,0,0
TR1,KIMS,ORT5565,Revision TKR - 1,Revision TKR - 1,Cash,General Patients,4,1,100000,100000,100000,0,0,,,,1,1,100000,100000,100000,1,1,100000,100000,100000,2,1,100000,100000,100000,0,0,,,,0,0,,,
TR1,KIMS,ORT5566,Revision TKR - 2,Revision TKR - 2,Cash,General Patients,4,1,150000,150000,150000,0,0,,,,1,1,150000,150000,150000,1,1,150000,150000,150000,2,1,150000,150000,150000,0,0,,,,0,0,,,
TR1,KIMS,ORT5575,Revision THR - 1,Revision THR - 1,Cash,General Patients,5,1,200000,200000,200000,0,0,,,,1,1,200000,200000,200000,3,1,200000,200000,200000,1,1,200000,200000,200000,0,0,,,,0,0,,,
TR1,KIMS,ORT5576,Revision THR - 2,Revision THR - 2,Cash,General Patients,1,1,250000,250000,250000,0,0,,,,0,0,,,,1,1,250000,250000,250000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,ORT5784,ROBOTIC TKR - UNILATERAL - LEFT,ROBOTIC TKR - UNILATERAL - LEFT,Cash,General Patients,31,2,355000,380000,355000.00 | 380000.00,0,0,,,,0,0,,,,9,1,355000,355000,355000,22,2,355000,380000,355000.00 | 380000.00,0,0,,,,0,0,,,
TR1,KIMS,ORT5792,TOTAL HIP REPLACEMENT - UNILATERAL - COP - ROBOTIC PKG,TOTAL HIP REPLACEMENT - UNILATERAL - COP - ROBOTIC PKG,Cash,General Patients,4,2,530000,550000,530000.00 | 550000.00,0,0,,,,0,0,,,,1,1,530000,530000,530000,3,2,530000,550000,530000.00 | 550000.00,0,0,,,,0,0,,,
TR1,KIMS,PHY5137,SPECIAL REHABILITATION PACKAGE,SPECIAL REHABILITATION PACKAGE,Cash,General Patients,6,2,40000,50000,40000.00 | 50000.00,0,0,,,,0,0,,,,1,1,40000,40000,40000,5,2,40000,50000,40000.00 | 50000.00,0,0,,,,0,0,,,
TR1,KIMS,PM5059,COELIAC/ HYPOGASTRIC PLEXUS BLOCK - NEUROLYSIS - MINOR,COELIAC/ HYPOGASTRIC PLEXUS BLOCK - NEUROLYSIS - MINOR,Cash,General Patients,1,1,27500,27500,27500,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,27500,27500,27500
TR1,KIMS,PM5063,SYMPATHETIC NERVE BLOCK - MINOR,SYMPATHETIC NERVE BLOCK - MINOR,Cash,General Patients,1,1,27000,27000,27000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,27000,27000,27000
TR1,KIMS,PM5064,THORACIC MEDIAL BRANCH BLOCK,THORACIC MEDIAL BRANCH BLOCK,Cash,General Patients,1,1,27000,27000,27000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,27000,27000,27000
TR1,KIMS,PM5065,LUMBAR INTERLAMINAR EPIDURAL STEROID INJ - MINOR,LUMBAR INTERLAMINAR EPIDURAL STEROID INJ - MINOR,Cash,General Patients,3,1,27000,27000,27000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,3,1,27000,27000,27000
TR1,KIMS,PM5072,GENICULAR BRANCH RF ABLATION - BILATERAL - MINOR,GENICULAR BRANCH RF ABLATION - BILATERAL - MINOR,Cash,General Patients,1,1,50000,50000,50000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,50000,50000,50000
TR1,KIMS,PM5094,LUMBAR TRANSFORMINAL EPIDURAL STEROID INJECTION - MINOR,LUMBAR TRANSFORMINAL EPIDURAL STEROID INJECTION - MINOR,Cash,General Patients,2,1,35000,35000,35000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,2,1,35000,35000,35000
TR1,KIMS,PM5095,LUMBAR TRANSFORMINAL EPIDURAL STEROID INJECTION - MAJOR,LUMBAR TRANSFORMINAL EPIDURAL STEROID INJECTION - MAJOR,Cash,General Patients,1,1,45000,45000,45000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,45000,45000,45000
TR1,KIMS,PM5102,TRIGEMINAL NEURALGIA MINOR,TRIGEMINAL NEURALGIA MINOR,Cash,General Patients,1,1,37500,37500,37500,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,37500,37500,37500
TR1,KIMS,PM5104,TRIGEMINALNEURALGIA MAJOR,TRIGEMINALNEURALGIA MAJOR,Cash,General Patients,1,1,80000,80000,80000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,80000,80000,80000
TR1,KIMS,PRC0002,KNEE REPLACEMENT (SINGLE TKR RIGHT),KNEE REPLACEMENT (SINGLE TKR RIGHT) | TOTAL KNEE REPLACEMENT (TKR) - RIGHT | TOTAL KNEE REPLACEMENT (TKR) - UNILATERAL | TOTAL KNEE REPLACEMENT- UNILATERAL,Cash | Non-GIPSA Insurance,General Patients | UNIVERSAL SOMPO GENERAL INSURANCE CO. LTD. | ZURICH KOTAK GENERAL INSURANCE CO. (I) LTD.,15,5,0,280000,0.00 | 194000.00 | 252000.00 | 255000.00 | 280000.00,0,0,,,,2,1,194000,194000,194000,4,2,0,255000,0.00 | 255000.00,9,3,252000,280000,252000.00 | 255000.00 | 280000.00,0,0,,,,0,0,,,
TR1,KIMS,PRC0856,KNEE REPLACEMENT (SINGLE TKR LEFT),KNEE REPLACEMENT (SINGLE TKR LEFT) | TOTAL KNEE REPLACEMENT (TKR) - LEFT | TOTAL KNEE REPLACEMENT (TKR) UNILATERAL - LEFT,Cash | Non-GIPSA Insurance,General Patients | ZURICH KOTAK GENERAL INSURANCE CO. (I) LTD.,19,5,0,319600,0.00 | 255000.00 | 263500.00 | 280000.00 | 319600.00,0,0,,,,0,0,,,,5,1,255000,255000,255000,13,5,0,319600,0.00 | 255000.00 | 263500.00 | 280000.00 | 319600.00,0,0,,,,1,1,0,0,0
TR1,KIMS,SGA0128,SLEEVE GASTRECTOMY,SLEEVE GASTRECTOMY,Cash,General Patients,6,2,341000,372000,341000.00 | 372000.00,0,0,,,,0,0,,,,4,1,341000,341000,341000,2,1,372000,372000,372000,0,0,,,,0,0,,,
TR1,KIMS,SGA5028,EXCISION BIOPSY,EXCISION BIOPSY,Cash,General Patients,2,1,0,0,0,0,0,,,,0,0,,,,1,1,0,0,0,0,0,,,,0,0,,,,1,1,0,0,0
TR1,KIMS,SGA5097,DIAGNOSTIC LAPAROSCOPY,DIAGNOSTIC LAPAROSCOPY,Cash,General Patients,2,2,157000,175000,157000.00 | 175000.00,0,0,,,,0,0,,,,2,2,157000,175000,157000.00 | 175000.00,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,SGA5122,LAP. FUNDOPLICATION,LAP. FUNDOPLICATION | LAPAROSCOPIC FUNDOPLICATION,Cash,General Patients,4,3,159000,190000,159000.00 | 181000.00 | 190000.00,0,0,,,,0,0,,,,2,1,159000,159000,159000,2,2,181000,190000,181000.00 | 190000.00,0,0,,,,0,0,,,
TR1,KIMS,SGA5144,INCISION AND DRAINAGE (I & D),INCISION AND DRAINAGE (I & D) | INCISION AND DRAINAGE (I & D) - MINOR | INCISIONAL & DRAINAGE ( I & D),Cash,General Patients,4,3,0,91000,0.00 | 80000.00 | 91000.00,0,0,,,,1,1,0,0,0,2,2,80000,91000,80000.00 | 91000.00,0,0,,,,0,0,,,,1,1,0,0,0
TR1,KIMS,SGA5162,APPENDECTOMY LAPAROSCOPIC,APPENDECTOMY LAPAROSCOPIC | LAP. APPENDECTOMY - PA,Cash | Non-GIPSA Insurance,General Patients | MAGMA GENERAL INSURANCE LTD.,21,5,102000,168200,102000.00 | 113000.00 | 119000.00 | 130000.00 | 168200.00,0,0,,,,0,0,,,,13,2,102000,113000,102000.00 | 113000.00,8,4,113000,168200,113000.00 | 119000.00 | 130000.00 | 168200.00,0,0,,,,0,0,,,
TR1,KIMS,SGA5166,CHOLECYSTECTOMY LAPAROSCOPIC,CHOLECYSTECTOMY LAPAROSCOPIC | CHOLECYSTECTOMY- LAP Package | LAP CHOLECYSTECTOMY | LAP. CHOLECYSTECTOMY - PA | LAPAROSCOPIC CHOLECYSTECTOMY,Cash | Non-GIPSA Insurance,General Patients | MAGMA GENERAL INSURANCE LTD. | ROYAL SUNDARAM GENERAL INSURANCE CO. LTD. | UNIVERSAL SOMPO GENERAL INSURANCE CO. LTD. | ZURICH KOTAK GENERAL INSURANCE CO. (I) LTD.,93,9,122000,188500,122000.00 | 133700.00 | 135000.00 | 136000.00 | 141000.00 | 154688.00 | 155000.00 | 158500.00 | 188500.00,0,0,,,,3,3,133700,136000,133700.00 | 135000.00 | 136000.00,56,4,122000,158500,122000.00 | 135000.00 | 141000.00 | 158500.00,33,6,122000,188500,122000.00 | 135000.00 | 141000.00 | 154688.00 | 155000.00 | 188500.00,0,0,,,,1,1,122000,122000,122000
TR1,KIMS,SGA5310,STAPLER HAEMORRHOIDECTOMY,STAPLER HAEMORRHOIDECTOMY | STAPPLER HEMORRHOIDECTOMY,Cash,General Patients,5,3,119000,133000,119000.00 | 130000.00 | 133000.00,0,0,,,,1,1,130000,130000,130000,3,1,119000,119000,119000,1,1,133000,133000,133000,0,0,,,,0,0,,,
TR1,KIMS,SGA5340,FISTULECTOMY - HIGH END,FISTULECTOMY - HIGH END | FISTULECTOMY_HIGH END | HIGH FISTULECTOMY,Cash | Non-GIPSA Insurance,General Patients | MAGMA GENERAL INSURANCE LTD.,6,5,82000,113000,113000.00 | 82000.00 | 84000.00 | 97600.00 | 98000.00,0,0,,,,2,2,84000,97600,84000.00 | 97600.00,2,1,82000,82000,82000,2,2,98000,113000,113000.00 | 98000.00,0,0,,,,0,0,,,
TR1,KIMS,SGA5342,FISTULECTOMY - LOW END,FISTULECTOMY - LOW END,Cash,General Patients,1,1,63000,63000,63000,0,0,,,,0,0,,,,1,1,63000,63000,63000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,SGA5633,INGUINAL HERNIA - UNILATERAL - PA,INGUINAL HERNIA - UNILATERAL - PA | INGUINAL HERNIA_OPEN - UNILATERAL,Cash,General Patients,3,2,120000,141000,120000.00 | 141000.00,0,0,,,,0,0,,,,2,1,120000,120000,120000,1,1,141000,141000,141000,0,0,,,,0,0,,,
TR1,KIMS,SGA5657,BIOPSY EXCISION (DAYCARE),BIOPSY EXCISION (DAYCARE),Cash,General Patients,1,1,56000,56000,56000,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,56000,56000,56000
TR1,KIMS,SGA5698,LAP. INGUINAL HERNIA - BILATERAL - PA,LAP. INGUINAL HERNIA - BILATERAL - PA,Cash,General Patients,1,1,231000,231000,231000,0,0,,,,0,0,,,,0,0,,,,1,1,231000,231000,231000,0,0,,,,0,0,,,
TR1,KIMS,SGA5699,LAP. INGUINAL HERNIA - UNILATERAL - PA,LAP. INGUINAL HERNIA - UNILATERAL - PA,Cash,General Patients,2,2,137000,164000,137000.00 | 164000.00,0,0,,,,0,0,,,,1,1,137000,137000,137000,1,1,164000,164000,164000,0,0,,,,0,0,,,
TR1,KIMS,SGA5700,LAP. UMBILICAL HERNIA - PA,LAP. UMBILICAL HERNIA - PA,Cash,General Patients,1,1,142000,142000,142000,0,0,,,,0,0,,,,1,1,142000,142000,142000,0,0,,,,0,0,,,,0,0,,,
TR1,KIMS,URO0023,DJ STENT REMOVAL 1,DJ STENT REMOVAL 1,Non-GIPSA Insurance,ZUNO GENERAL INSURANCE LTD.,1,1,26500,26500,26500,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,1,1,26500,26500,26500
TR1,KIMS,URO0056,ORCHIECTOMY - UNILATERAL,ORCHIECTOMY - UNILATERAL,Cash,General Patients,1,1,72000,72000,72000,0,0,,,,0,0,,,,0,0,,,,1,1,72000,72000,72000,0,0,,,,0,0,,,
TR1,KIMS,URO0100,LAP. NEPHRECTOMY - PA,LAP. NEPHRECTOMY - PA,Cash,General Patients,1,1,207000,207000,207000,0,0,,,,0,0,,,,1,1,207000,207000,207000,0,0,,,,0,0,,,,0,0,,,
